fingerprint,title,author,issue,date,categories,tags,id,license,comments,source-hostname,hostname,source,excerpt,filename,has_text
jRuIQxJpKPNp0HKEsNjHl+ymToA=,Lord Serpent,Mary Soon Lee; illustrated by Galen Dara,63,2019-01-01,,,,,,Fireside Fiction,firesidefiction.com,https://firesidefiction.com/lord-serpent,"In the year of the snake, at the start of the reign of Emperor Liu, may his memory shine imperishable, four demons beset the Middle Kingdom. The greatest and...",./scrape/jsonfiles/EQpAOOs9JBJpCoPNRg9-mNDLAhk.json,TRUE
6jj9OFYYjVbasbNgwPO5UXlZlIc=,"A Machine, Unhaunted",Kerstin Hall; illustrated by Melody Newcomb,83,2020-09-01,,,,,,Fireside Fiction,firesidefiction.com,https://firesidefiction.com/a-machine-unhaunted,"Josie was not paying sufficient attention to me. She sat on the swivel chair beneath the window, watching raindrops gather and roll over the grime-streaked g...",./scrape/jsonfiles/1HkRKqroKmddgcUSBfsU2p359Nw.json,TRUE
yyUjdBpbjivUB1AzECSXgJ3+TMg=,Guardian,Shiv Ramdas,63,2019-01-01,,,,,,Fireside Fiction,firesidefiction.com,https://firesidefiction.com/guardian,After the darkness comes the light. And with the light come the littlings.,./scrape/jsonfiles/r2+k2moNEQV9gwB1xdpA0rUvwak.json,TRUE
KPP/qCqNQbmZzRCQkzEelBp8Amw=,Forever Now,A. E. Decker; illustrated by Galen Dara,32,2016-04-01,,,,,,Fireside Fiction,firesidefiction.com,https://firesidefiction.com/issue32/chapter/forever-now/,"“I’ve lost my parents,” Rita told the man in the many-colored hat.",./scrape/jsonfiles/+uhOCwt+tccqfTEwBaIrC12PE+I.json,TRUE
vpzxGBu1hG0VqCMbXjW5JgMGY3M=,Love Song of the Lizard Boy,Delilah S. Dawson; illustrated by Galen Dara,4,2013-08-01,,,,,,Fireside Fiction,firesidefiction.com,https://firesidefiction.com/issue4/chapter/love-song-of-the-lizard-boy/,The knotted tassel and last night’s full moon agreed: it was time for him to go. Eblick counted the shells one more time and tucked the faded tangle of leath...,./scrape/jsonfiles/bwUMPEJmJ9r+MYIXrRylQ26JJFo.json,TRUE
+CVrTLnx20MZbpBLHw0rNMPSF74=,The Ransom of Miss Coraline Connelly,Alix E. Harrow,81,2020-07-01,,,,,,Fireside Fiction,firesidefiction.com,https://firesidefiction.com/the-ransom-of-miss-coraline-connelly,To the parents or guardians of Miss Coraline Connelly:,./scrape/jsonfiles/Nv2e1FuivrKJR3tDxXtK7CNRVDY.json,TRUE
wg5ZDT36c85vi0UBL1G35yawbQA=,"Across the River, My Heart, My Memory",Ann LeBlanc,93,2021-07-01,,,,,,Fireside Fiction,firesidefiction.com,https://firesidefiction.com/across-the-river-my-heart-my-memory,1,./scrape/jsonfiles/u7BHMMHu9WIGZXOqlbJL+4Om9W0.json,TRUE
7gQvj6/c0wjGArBJavVQ9FnMh9w=,Sparrow,Minerva Zimmerman,33,2016-05-01,,,,,,Fireside Fiction,firesidefiction.com,https://firesidefiction.com/issue33/chapter/sparrow/,"I hunched forward against the whipping wind, my climate hood blowing back over and over, face coated by spitting rain. It slithered down my neck as I walked ...",./scrape/jsonfiles/q1Mp1wpywruRSu7yTO05ikY0PEA.json,TRUE
yekeSQZnRJAn88lG0mThJFGhcVU=,Regarding Your Future With The Futures Planning Consortium,Raq Winchester,42,2017-04-01,,,,,,Fireside Fiction,firesidefiction.com,https://firesidefiction.com/regarding-your-future-with-the-futures-planning-consortium,Re: Calendaring problems From: Rita Blunt To: All,./scrape/jsonfiles/p+gNfMkOthLUwWpY0Mzr4AWQhDc.json,TRUE
ijeZMIaibWy/FIBm3aZtwBLel7M=,Rotting Flowers,,,,,,,,,Fireside Fiction,firesidefiction.com,https://firesidefiction.com/rotting-flowers,"I’m going to tell you a story, a true story. A black man with a black wife and a black son calls himself pro-black…. Then, twists his mouth to set my womanho...",./scrape/jsonfiles/gjRD9T1yoDP+rHlP5pM2WgXoG78.json,TRUE
zDLogGohZTRlWEs+Nc78Sfauonc=,Elizabeth’s Pirate Army,Caroline M. Yoachim,8,2013-12-01,,,,,,Fireside Fiction,firesidefiction.com,https://firesidefiction.com/issue8/chapter/elizabeths-pirate-army/,"A kraken came to Edgewood Street on the first day of summer vacation. It was a land kraken, with tentacles of fur and spiny branches of coral growing on its ...",./scrape/jsonfiles/GaU+rk2z7Ncvozpts0KPHim627w.json,TRUE
QaC3CxSZNXLiElJOxPhiDCFcXI4=,The Closest Thing to Animals,Sofia Samatar; illustrated by Galen Dara,27,2015-09-01,,,,,,Fireside Fiction,firesidefiction.com,https://firesidefiction.com/issue27/chapter/the-closest-thing-to-animals/,I have a habit of meeting people right before they get famous and don’t need me anymore. I met Rock Morris two weeks before his book came out. I met Cindy Ve...,./scrape/jsonfiles/2YWYgsMFcd5-14uj6Ph1hivFzRQ.json,TRUE
n6w1NIOcyiQ2i7CDehe/Gf+yxBk=,Missing,Megan Grey,15,2014-07-01,,,,,,Fireside Fiction,firesidefiction.com,https://firesidefiction.com/issue15/chapter/missing/,"Imagine you’re six and a half years old. The extra half makes a big difference, because it means you’re that much closer to being one of the big kids. The on...",./scrape/jsonfiles/uJEhUBo5++hmRXr1jO4xhnw0rt8.json,TRUE
T4re5/jhXRxqduhxIM3dx8TRqTw=,Teeth,,,,,,,,,Fireside Fiction,firesidefiction.com,https://firesidefiction.com/teeth,I.,./scrape/jsonfiles/sx2WGYbBCXZW8zu4j1srE4MyJlc.json,TRUE
bXpHb0bj7QbCCZLXp069cIcJkZg=,A Rabbit Egg for Flora,A. A. McNamara,50,2017-12-01,,,,,,Fireside Fiction,firesidefiction.com,https://firesidefiction.com/a-rabbit-egg-for-flora,"The back door is tinged purple when I go out to throw my morning coffee grounds onto the compost heap. A faint rainbow tints the yard in concentric circles, ...",./scrape/jsonfiles/RxdeDBtxfLx-c5FVKLtsGf1fO4c.json,TRUE
8S3aF4z3LsTsb7hj/rzHET7Pcek=,Amanda Draws Crows,José Pablo Iriarte,69,2019-07-01,,,,,,Fireside Fiction,firesidefiction.com,https://firesidefiction.com/amanda-draws-crows,Amanda drew while Mommy cooked dinner. Amanda was always drawing. Ever since she could hold a crayon. Sometimes she didn’t even see what she drew. Her hands ...,./scrape/jsonfiles/2g+DAMT638NcD+HnxnTx4G0RF40.json,TRUE
O4mJX78LXN69ccHjPbbiRNXMSOc=,The Finger,April Grant,55,2018-05-01,,,,,,Fireside Fiction,firesidefiction.com,https://firesidefiction.com/the-finger,"“You’ll never be at a better time in your life for this to happen,” said my father. “You’re really healthy; even for a college student, you’re fit. You can g...",./scrape/jsonfiles/Cs0IO8gfprL++axrcvJgqExPSqU.json,TRUE
nxj8ZbJHyYJa+MkJ1kjjYrBN0KY=,Rule of Thirds,LH Moore,77,2020-03-01,,,,,,Fireside Fiction,firesidefiction.com,https://firesidefiction.com/rule-of-thirds,"Deep, dark, and far underground are the world’s mysteries that remain, and I have been trying to discover them for my entire life. I stand here knowing that ...",./scrape/jsonfiles/SYjRttk3kAh23IZsTgHscuKo5Rk.json,TRUE
Q8UaP3Fd1xgsTE2RTCfQ6r/nnX8=,Good People,,,,,,,,,Fireside Fiction,firesidefiction.com,https://firesidefiction.com/good-people,"Later, they said it was the way she kept watching the sky, the way she kept bending to stare at the castle swans. The way they kept finding nettles scattered...",./scrape/jsonfiles/iSs4AXizze55lXjnWFbfUVE2Y3k.json,TRUE
L5+gwdMPon+uY1UKhcWUHZW5uIw=,Not All Caged Birds Sing,Sheree Renée Thomas,69,2019-07-01,,,,,,Fireside Fiction,firesidefiction.com,https://firesidefiction.com/not-all-caged-birds-sing,"The Dissy strutted on the unkempt lawn, folding and unfolding an intricate fan, eyes blazing. She was alone this time, her sisters hidden inside the manor’s ...",./scrape/jsonfiles/-6jrXHKyku7qTsZOM5BGyP70E7c.json,TRUE
EbobIsGfKG1lnuQYnZ+jawKTmGQ=,Recipe,Tina S. Zhu,103,Summer 2022,,,,,,Fireside Fiction,firesidefiction.com,https://firesidefiction.com/recipe,Makes one reluctant vampire hunter.,./scrape/jsonfiles/exIiU1WgH4L6bT6rmhPUo4O0Am4.json,TRUE
Y6vF4aTLEpLA5ccghO3hymiGzYo=,The Scenarist,Stu West,49,2017-11-01,,,,,,Fireside Fiction,firesidefiction.com,https://firesidefiction.com/the-scenarist,"Some things can only be learned from experience, but I have always been a strong believer in the value of studying for exams. This is why I am spending so mu...",./scrape/jsonfiles/0k-y2FuJA-D8uHXX8Lf+YGhDbkc.json,TRUE
HvXqoNYlGbgAE70+llGySwy6xJg=,Bite,Emily Hope,103,Summer 2022,,,,,,Fireside Fiction,firesidefiction.com,https://firesidefiction.com/bite,"Lily is too pretty a name for a girl like that. Lily-White, Lily-Pure, Lily-Innocent, lovely, do-no-wrong. This Lily should have been named Roxie or Regina o...",./scrape/jsonfiles/FWvmkyeCHtYeQaVlX7Hz3eSatYc.json,TRUE
1tb7RbLs0Z5wq1zZNDlMzopkxk0=,The Boy,Eric Francis,17,2014-11-01,,,,,,Fireside Fiction,firesidefiction.com,https://firesidefiction.com/issue17/chapter/the-boy/,The sun is setting as I order the helmsman to bring the Jolly Roger down.,./scrape/jsonfiles/XRSVtOn+OqSlS4CSJkMBVQVq6UQ.json,TRUE
qps45s/Ez2G54u4Ctts0RC12Ufc=,"First, Bite Just a Finger",Johann Thorsson,8,2013-12-01,,,,,,Fireside Fiction,firesidefiction.com,https://firesidefiction.com/issue8/chapter/first-bite-just-a-finger/,"Julia tried it for the first time in a party uptown, a party she only went to because her friend, that friend, the one who knows all the cool people, convinc...",./scrape/jsonfiles/scT4W2kYFS7sbxmEq9WyWIU-CAo.json,TRUE
wABYPr7KqvjS/YAmUdf8SklwvWE=,The Staircase to the Moon,M. K. Hutchins; illustrated by Mary Haasdyk,69,2019-07-01,,,,,,Fireside Fiction,firesidefiction.com,https://firesidefiction.com/the-staircase-to-the-moon,It was my destiny to die like my mother did. Earth goddesses always die for their people.,./scrape/jsonfiles/zTQAF8mT3IKt7oBQR5vqNXYgcIQ.json,TRUE
qxWoAqENq8JPnKZRla+x1j7d7Tw=,Geppetto,Carlos Hernández,48,2017-10-01,,,,,,Fireside Fiction,firesidefiction.com,https://firesidefiction.com/geppetto,"“I have aged out of love,” Geppetto told the mirror. His wife had left him, and no one falls in love with old men. Mind you, he didn’t feel old–he could work...",./scrape/jsonfiles/1eGVT6AzGcDUxL9TuNLpnB+AFqk.json,TRUE
JlwSPBUFPots7skOh8wOeYQJPjA=,The Secret Lives of the Nine Negro Teeth of George Washington,Phenderson Djèlí Clark; illustrated by A. A. McNamara,52,2018-02-01,,,,,,Fireside Fiction,firesidefiction.com,https://firesidefiction.com/the-secret-lives-of-the-nine-negro-teeth-of-george-washington,"“By Cash pd Negroes for 9 Teeth on Acct of Dr. Lemoire” –Lund Washington, Mount Vernon plantation, Account Book dated 1784.",./scrape/jsonfiles/1pAUfbf1Rz6qPZne1JxP+ngxI50.json,TRUE
b1a2PRFdCGiK/q62RKHhxW7VtrI=,Children of Rouwen,Andrea Phillips; illustrated by Galen Dara,23,2015-05-01,,,,,,Fireside Fiction,firesidefiction.com,https://firesidefiction.com/issue23/chapter/children-of-rouwen/,"The new house was too small for the three of them, really. Even so, it was more than she could strictly afford.",./scrape/jsonfiles/Qj93zmxXJh8AApD2wZTRsdb9v4A.json,TRUE
nRViR+unSMtbcEtPAb7Ytee+a/c=,Carver,E.C. Ambrose,13,2014-05-01,,,,,,Fireside Fiction,firesidefiction.com,https://firesidefiction.com/issue13/chapter/carver/,"Hannah runs her hand over the row of long-handled chisels, darkened and smoothed by years of use. Just the smell in here — the smell of sawdust and a bit of ...",./scrape/jsonfiles/BAORdmLDmiqjzTtaQmmh3A7mdws.json,TRUE
bwPf13TpvewWqy54J6lhYOYL46M=,Not a Basking Shark,Hesper Leveret,100,2022-02-01,,,,,,Fireside Fiction,firesidefiction.com,https://firesidefiction.com/not-a-basking-shark,"The wild coast of Cornwall in the middle of winter, when the rain somehow falls horizontally, and me. A coast made of endless rocky coves, and beaches which ...",./scrape/jsonfiles/V9sas4qQEbsw6Z2rNFfrib-ESGk.json,TRUE
c7bDJvO8S+dk2gVeFxpkV0f0pUc=,Empty Space,Sidney Maris Hargrave,91,2021-05-01,,,,,,Fireside Fiction,firesidefiction.com,https://firesidefiction.com/empty-space,"It starts small, this… loss. So small that you’re pretty sure you’d need a telescope to see which infinitesimally tiny piece it was.",./scrape/jsonfiles/WlGa3ooOk91RYu6av1Y4jQqwYH4.json,TRUE
MP53Lhua/GqZH6KpuZ/GiOeUI7M=,How to Build a Unicorn,AJ Fitzwater,80,2020-06-01,,,,,,Fireside Fiction,firesidefiction.com,https://firesidefiction.com/how-to-build-a-unicorn,Step One.,./scrape/jsonfiles/KfoL6ZT5OYue5cVtvqFOyXr6xLg.json,TRUE
8bNLr4ubjG7oE2mTsjwyTstRBcQ=,The Day After the Red Warlock of Skull Top Mountain Turned Everyone in Beane County into Pigs,Susan Jane Bigelow,56,2018-06-01,,,,,,Fireside Fiction,firesidefiction.com,https://firesidefiction.com/the-day-after-the-red-warlock-of-skull-top-mountain-turned-everyone-in-beane-county-into-pigs,"The first order of business was cleaning up the pig shit. It was everywhere, and I mean everywhere. Mom got out the hose and washed out the whole downstairs,...",./scrape/jsonfiles/iyaVO7J7tJlSw4E6d5-4URMSKmo.json,TRUE
LPJ5ehVAP0O1tg6hYxnDiSz/O40=,Clear Signal,Julian Stuart,102,Spring 2022,,,,,,Fireside Fiction,firesidefiction.com,https://firesidefiction.com/clear-signal,"Station is singing on the all-hail when I come out of shadow. The radio is bad, this far out, with the geiger from the rocks cutting through xyr voice, but I...",./scrape/jsonfiles/2X+Nuc97oKueiIm3d9-ioS364fM.json,TRUE
peqYWqonNstJVGw07OKdt34zU8U=,Fifteen Dogs in a Human Suit,Paul R. Hardy,85,2020-11-01,,,,,,Fireside Fiction,firesidefiction.com,https://firesidefiction.com/fifteen-dogs-in-a-human-suit,"Fifteen dogs scrambled into a humansuit, paws flailing and tongues lolling as they squeezed their haunches into limb capsules and torso canisters. None of th...",./scrape/jsonfiles/MiAa11+6DToQvsasiWCuFy2lnKk.json,TRUE
Az8i0arcx1RrzpyTlQbeEUbEgLo=,The Middle Child's Practical Guide to Surviving a Fairy Tale,Mari Ness; illustrated by Galen Dara,33,2016-05-01,,,,,,Fireside Fiction,firesidefiction.com,https://firesidefiction.com/issue33/chapter/the-middle-childs-practical-guide-to-surviving-a-fairy-tale/,"It’s happened. Your worst nightmare. A younger, prettier, differently gendered, or completely simpleminded younger sibling has entered your life, right at th...",./scrape/jsonfiles/DGwG8H9wyBk-sc5I1JAYGmNcBZE.json,TRUE
h5JzX4RtYvl+qkx5vbgiHLSk0Y8=,We Are Not Phoenixes,John Wiswell,89,2021-03-01,,,,,,Fireside Fiction,firesidefiction.com,https://firesidefiction.com/we-are-not-phoenixes,"Remember that they are people. Most of them will be just as awed by what you can do as all your other audiences. If they’ve invited you, then they want you h...",./scrape/jsonfiles/zXvVdZK7jHYL9IfDcuEsH3GOM0A.json,TRUE
mIMMwDwkVq+eGwkduOzszVcSEIU=,Crow's Eye,Sarah Hollowell; illustrated by Galen Dara,44,2017-06-01,,,,,,Fireside Fiction,firesidefiction.com,https://firesidefiction.com/crows-eye,Ruby doesn’t like the lake.,./scrape/jsonfiles/vKOs4F4jXxd3-nmb2qhd5m0xxQI.json,TRUE
osDR39i6xqo6x0zOSINeSfjEYYI=,Poison,Cyd Athens,66,2019-04-01,,,,,,Fireside Fiction,firesidefiction.com,https://firesidefiction.com/poison,Your first taste of Poison is always the best.,./scrape/jsonfiles/tPtbs-+UFzSsSYVI-5qDpTOhWQI.json,TRUE
5nfNsPqnflGqJ8/4lvW2j3lJ5ig=,Hehua,Millie Ho; illustrated by ,51,2018-01-01,,,,,,Fireside Fiction,firesidefiction.com,https://firesidefiction.com/hehua,"After ignoring her for weeks, I find out that Hehua was murdered behind New Finch Station. Coffee burns down my fingers and splatters onto the conference tab...",./scrape/jsonfiles/hMcDls88zEIjDny-AjcPUegsk74.json,TRUE
V0y/7Jy0eOUltleuA8psMtAjKcY=,"To This You Cling, With Jagged Fingernails",Beth Cato,57,2018-07-01,,,,,,Fireside Fiction,firesidefiction.com,https://firesidefiction.com/to-this-you-cling-with-jagged-fingernails,"Your awareness of magic is dying, and now Grandma is dead, too.",./scrape/jsonfiles/b3QGQJlorV50mvvd-9SopwOyA50.json,TRUE
9t5lWUHMFxiI1V3nWKl/kgDflNA=,Mice,Keffy R. M. Kehrli,4,2013-08-01,,,,,,Fireside Fiction,firesidefiction.com,https://firesidefiction.com/issue4/chapter/mice/,Thomas had four older brothers and he didn’t like any of them. They always hid his books or made him eat the green paste that came with sushi or tickled him ...,./scrape/jsonfiles/v7mUjFJ7gDbJQHbyFEsaDMsrFEQ.json,TRUE
RFmXL202hohflHUz8Olw4EaFbnU=,A Cure for Ghosts,Eden Royce,49,2017-11-01,,,,,,Fireside Fiction,firesidefiction.com,https://firesidefiction.com/a-cure-for-ghosts,Do you touch what isn’t yours? That’s what she did.,./scrape/jsonfiles/1p9RTfgz12iO0coMjJbN0Y-Sm5w.json,TRUE
ERsESkrMQVWYOVkhOPUV9Doc6xE=,The White Phoenix Feather,Mary Robinette Kowal; illustrated by Galen Dara,3,Winter 2012,,,,,,Fireside Fiction,firesidefiction.com,https://firesidefiction.com/issue3/chapter/the-white-phoenix-feather/,"Viola leaned across the white tablecloth of Luigi’s Interstellar Cafe and Pub. “When I said the ninjas were no match for us, I meant it. Joe will have the Wh...",./scrape/jsonfiles/lJTblrl-2d+k1AiZedjNydGOcL8.json,TRUE
nYxmBru69FgVbupLcGYhazhnhqs=,"It Happened To Me: I Was Brought Back to Avenge My Death, But Chose Justice Instead",Nino Cipri,42,2017-04-01,,,,,,Fireside Fiction,firesidefiction.com,https://firesidefiction.com/it-happened-to-me-i-was-brought-back-to-avenge-my-death-but-chose-justice-instead,Dirty river water filling my mouth; the tastes of oil and mud and rust; plastic zip-ties cutting into the skin of my wrists; lights on the surface of the wat...,./scrape/jsonfiles/fwczDPKfXq7ScMcBLSP058FtGDw.json,TRUE
BqWkcpfsm1x1JUoisnLWN37Hjq4=,Accidental Queen of the Spiders,Zina Hutton,26,2015-08-01,,,,,,Fireside Fiction,firesidefiction.com,https://firesidefiction.com/issue26/chapter/accidental-queen-of-the-spides/,No one ever talks about how many spiders live on the island.,./scrape/jsonfiles/2g4MdKrNWfqttW8WZ14r+FkFmfg.json,TRUE
BJlsq5UKsmdIt8gYQRPA97v45hM=,Rules for Communing with Spirits,Christopher R. Alonso; illustrated by Charis Loke,57,2018-07-01,,,,,,Fireside Fiction,firesidefiction.com,https://firesidefiction.com/rules-for-communing-with-spirits,Your intentions must be clear before initiating contact.,./scrape/jsonfiles/G9Q88wAmbeQpWtbidbyDIg7EbGM.json,TRUE
Pb8Pk/h3BTGovES6XFS7RRi37sQ=,The Unusual Customer,Innocent Chizaram Ilo,58,2018-08-01,,,,,,Fireside Fiction,firesidefiction.com,https://firesidefiction.com/the-unusual-customer,I Macaronis are lifeless grubs. Noodles are earthworms made with flour. When short snakes wander into cooking pots they become spaghettis. The difference bet...,./scrape/jsonfiles/tIXFQu3L3JTaLtYjDsN3CruXWyo.json,TRUE
jCRk9pQKyTDkb2i8yBK8bS+YA6c=,The Intergalactic Shoemaker’s Revenge,Jordan Rivet; illustrated by Erik Ly,78,2020-04-01,,,,,,Fireside Fiction,firesidefiction.com,https://firesidefiction.com/the-intergalactic-shoemakers-revenge,Space pirates get all the attention. They get the chromeware clink of toasts in the station’s coolest underdeck bars. They get the echo-whispers of gossip in...,./scrape/jsonfiles/51oF7AcJmTMxIHKN4Zj6rjRT+h8.json,TRUE
XIQ0Kkn4v4qVY/I9tS5xjg1j9PU=,The Heart of the Story,Kat Howard; illustrated by Galen Dara,2,Summer 2012,,,,,,Fireside Fiction,firesidefiction.com,https://firesidefiction.com/issue2/chapter/the-heart-of-the-story/,"Stories have always fascinated us. The world was created with a word. Or at least so we say, in the story we tell of it. And we believe, because what else co...",./scrape/jsonfiles/W7FpMa3LKEfhBcTlshDFqfFiotk.json,TRUE
2veLrBNTJBsqHryJK2BGmtPD84E=,Five Stories in the Monsoon Night,Nghi Vo; illustrated by Ora Xu,68,2019-06-01,,,,,,Fireside Fiction,firesidefiction.com,https://firesidefiction.com/five-stories-in-the-monsoon-night,"The hand-lettered sign hanging in the Crooked Dragon’s front window proclaimed that it had the best wide egg noodles in the city of Tsang, which of course mu...",./scrape/jsonfiles/HjZ2bkxFABXK6nJiocWgVMbxi6s.json,TRUE
7J8vLpMr9CrwVWKjfd2rEbBUWj4=,In the Field Where Stories Meet,,,,,,,,,Fireside Fiction,firesidefiction.com,https://firesidefiction.com/in-the-field-where-stories-meet,Tell me how you fell. Tell me how the edge of paradise slid away under your foot and the home you knew diminished. Te...,./scrape/jsonfiles/MdPdRzlidaJeTtaVwoBd9pjuBGw.json,TRUE
7alXY/wZU75bTJjf7Zp7uqOAEGM=,Bones at the Door,John Wiswell,27,2015-09-01,,,,,,Fireside Fiction,firesidefiction.com,https://firesidefiction.com/issue27/chapter/bones-at-the-door/,There was a squirrel skeleton the morning before it really started. Mandy’s parents were in too much of a rush to get to Starbucks and return texts to notice...,./scrape/jsonfiles/E1Z84k5BM5CITiJlUmeEFAi74D8.json,TRUE
nN1o113rnUrQLguiceOI3pxOMLo=,Perspective,Jake Kerr; illustrated by Galen Dara,2,Summer 2012,,,,,,Fireside Fiction,firesidefiction.com,https://firesidefiction.com/issue2/chapter/perspective/,"The worst part about picking my son up from the police station was the walk to get there. I hadn’t been outside in years, but it was still the same — the dra...",./scrape/jsonfiles/hyIX9pyaDoAArKaPT-j8nDhC9c8.json,TRUE
H8XGaWWh46SeUkVy5pNx7KzBvik=,"Congratulations, Clockholder!",R.L. Thull,96,2021-10-01,,,,,,Fireside Fiction,firesidefiction.com,https://firesidefiction.com/congratulations-clockholder,"Really excellent news. According to the glossy envelope you find tucked in your moss-covered mailbox, you’ve been preapproved. At last, a lucky break! You sp...",./scrape/jsonfiles/tCjBIl0YJjKl3yFbBMEwGbss-KQ.json,TRUE
8KMipbHf+hcldb87eSVU4+TGNNw=,Riddle,Ogbewe Amadin,51,2018-01-01,,,,,,Fireside Fiction,firesidefiction.com,https://firesidefiction.com/riddle,I think Aunty Adesuwa is a witch. Mama says so sometimes.,./scrape/jsonfiles/+lVMY9phX6JnPCkFipPVQqUocgk.json,TRUE
4KJJ8TykqZiz0u4ga4MlxNHPMf8=,Forest Thing,Endria Isa Richardson,93,2021-07-01,,,,,,Fireside Fiction,firesidefiction.com,https://firesidefiction.com/forest-thing,I go to the woods. What else would I do?,./scrape/jsonfiles/4m-UllpF+lBn5bbbDTsdCWmldyY.json,TRUE
Uh1UZUldxFIkM6nVhX2h59bVbxM=,On Lore,Tamara Jerée,80,2020-06-01,,,,,,Fireside Fiction,firesidefiction.com,https://firesidefiction.com/on-lore,"Local news was abuzz with stories of the new restaurant on Second Street that folded wishes for demonic possession into their phyllo dough, rinsed lettuce wi...",./scrape/jsonfiles/PkEhqgqRCzY84xrKD5YdAMeAUx8.json,TRUE
fTE//lgdByZ9v+TTP9pzadgCj+Y=,Hot Dale-On-Dale Action,,,,,,,,,Fireside Fiction,firesidefiction.com,https://firesidefiction.com/issue10/chapter/the-forever-endeavor-part-seven/,26. HOT DALE-ON-DALE ACTION,./scrape/jsonfiles/o6mknZdTzlqQS9b7WQpnt3vQSKA.json,TRUE
0/YFrQIcy/DDLe9BK9X2VMEFTkA=,She Waits,Laurel Halbany,19,2015-01-01,,,,,,Fireside Fiction,firesidefiction.com,https://firesidefiction.com/issue19/chapter/she-waits/,"“Another cigarette?” she asked. He nodded, and she fished one out of the half-empty pack for him. She watched with interest to see if he could get it between...",./scrape/jsonfiles/eOlNNiKC4uDB5HXYAxaCCMjpX3U.json,TRUE
iy+4Ka/SSVf9seTnyBwiTLvXgU4=,In the Glass Hall of Supreme Women,Jaymee Goh,86,2020-12-01,,,,,,Fireside Fiction,firesidefiction.com,https://firesidefiction.com/in-the-glass-hall-of-supreme-women,"The moment she stepped into the Glass Hall, she felt a brief shudder, but she chided herself and was still. She was here for her husband. He had married her ...",./scrape/jsonfiles/Dy7l3Ahxo2ooWl-sSQyxhSea3j4.json,TRUE
Hl8zKAexuNFLMLENc9kqTyDS+cI=,Those We See at the Twilight Bridge,Wendy Nikel,89,2021-03-01,,,,,,Fireside Fiction,firesidefiction.com,https://firesidefiction.com/those-we-see-at-the-twilight-bridge,"The old man wheezes. Amid the beeping of machinery, I stand over his hospital bed, waiting for him to open his eyes.",./scrape/jsonfiles/wdFH6w1o301kgbaVIlDgokUt9is.json,TRUE
I4EO2JQcXRSyS3pCzt1xMZFDLOo=,At the Intersection of Light and Sound,Michelle Mellon; illustrated by Daniel Castro Maia,88,2021-02-01,,,,,,Fireside Fiction,firesidefiction.com,https://firesidefiction.com/at-the-intersection-of-light-and-sound,I knew from the outset of this mission that there would be no return trip for me. But I am renewed in my realization that I have come back to the start. That...,./scrape/jsonfiles/llKgzZ9zvT97sHnhhg+4urQaB1I.json,TRUE
ta+CZG4w3chdniEWWAzIOq69lWA=,So It Was Foretold,Mimi Mondal,55,2018-05-01,,,,,,Fireside Fiction,firesidefiction.com,https://firesidefiction.com/so-it-was-foretold,"In the old country when they massacred all my people, I survived because I was wife to a young man, one of theirs. I had taken his last name—the name of his ...",./scrape/jsonfiles/cE0RQjZDVJZOSj20M-pF2ZcKIq8.json,TRUE
WvRC7uKbEBRxPWNQVM+mJSC1CG0=,Iron Aria,Merc Fenn Wolfmoor; illustrated by Galen Dara,34,2016-07-01,,,,,,Fireside Fiction,firesidefiction.com,https://firesidefiction.com/issue34/chapter/iron-aria/,The mountain dreams pain. Cold iron vibrates purple-blue deep in the stone while tongues made from rot and rust bite and gnaw and hunger ever deeper. The dam...,./scrape/jsonfiles/Dq-Yc-8KtDjtxBwRZrcRCGYAvYQ.json,TRUE
nHE2VNqjb4+5vKC/DWCtrNa3n60=,Speak,Cassandra Khaw,37,2016-10-01,,,,,,Fireside Fiction,firesidefiction.com,https://firesidefiction.com/issue37/chapter/speak/,"Pale skin, poreless. Plastic polymer. Eyes too big. Nose too straight. Black-wire lashes. Mouth like an open wound, boiling with insect larvae. She’s been de...",./scrape/jsonfiles/RZ3c1345HSLmIoaHnKGUO0rxV0Y.json,TRUE
5BjGJrRHCS5OctjwcSp/w0bszRc=,Ten Utterances of the Vampire Word,George Lockett,63,2019-01-01,,,,,,Fireside Fiction,firesidefiction.com,https://firesidefiction.com/ten-utterances-of-the-vampire-word,"1: To her. A stranger on the tube whispers it in her ear as the doors open. She turns to see two fearful, bloodshot eyes. They’re gone before she can speak. ...",./scrape/jsonfiles/g-xyAZ0+SZ9lV3JacbQOmhWXGqc.json,TRUE
9L55h+J1riy7p8M/gcjXL19UMuI=,Birch Daughter,Sara Norja; illustrated by Satu Kettunen,61,2018-11-01,,,,,,Fireside Fiction,firesidefiction.com,https://firesidefiction.com/birch-daughter,"My father did not want me to go north. “Aino,” he said, “your mother is long gone. There’s nothing we can do.” His eyes were deep with mourning from all the ...",./scrape/jsonfiles/k95-2FqEoSFqojIUz25at4ULGvM.json,TRUE
hWBlAcW/YcVcF7A657f8H48DhiQ=,A Post-Modern Oracle,Courtney Floyd,57,2018-07-01,,,,,,Fireside Fiction,firesidefiction.com,https://firesidefiction.com/a-post-modern-oracle,The Sybil’s teaching Modernist poetry at a small college in New Mexico these days.,./scrape/jsonfiles/d9J0fuIpseWrdCMkMR46Fb3BIW8.json,TRUE
